"","Coord: 1","Coord: 2","Coord: 3","Coord: 4","Coord: 5","Ctr: 1","Ctr: 2","Ctr: 3","Ctr: 4","Ctr: 5","Cor: 1","Cor: 2","Cor: 3","Cor: 4","Cor: 5"
"1246",-0.51,-0.42,-0.06,-0.01,0.22,1,1,0,0,0,NA,NA,NA,NA,NA
"1247",0.18,0.1,-0.27,-0.05,-0.25,0,0,0,0,0,NA,NA,NA,NA,NA
"1248",0.26,-0.6,-0.11,-0.13,-0.28,0,1,0,0,0,NA,NA,NA,NA,NA
"1249",0.04,0.31,-0.06,-0.14,-0.01,0,0,0,0,0,NA,NA,NA,NA,NA
"1250",-0.34,0.35,-0.25,-0.16,-0.04,0,0,0,0,0,NA,NA,NA,NA,NA
"1251",-0.19,-0.37,-0.14,-0.11,-0.07,0,1,0,0,0,NA,NA,NA,NA,NA
"1252",-0.26,0.6,-0.14,-0.11,0.04,0,1,0,0,0,NA,NA,NA,NA,NA
"1253",-0.42,0.24,-0.31,-0.02,-0.11,0,0,1,0,0,NA,NA,NA,NA,NA
"1254",0.17,-0.24,-0.17,-0.05,-0.21,0,0,0,0,0,NA,NA,NA,NA,NA
"1255",-0.45,0.11,-0.06,0.02,-0.14,1,0,0,0,0,NA,NA,NA,NA,NA
"1256",-0.02,-0.19,0.1,0.14,0.02,0,0,0,0,0,NA,NA,NA,NA,NA
"1257",-0.29,-0.16,0.02,0.12,0.19,0,0,0,0,0,NA,NA,NA,NA,NA
"1258",0.21,0.23,-0.17,0,-0.18,0,0,0,0,0,NA,NA,NA,NA,NA
"1259",0.24,-0.24,0.02,0.09,-0.11,0,0,0,0,0,NA,NA,NA,NA,NA
"1260",0,-0.62,-0.2,-0.29,-0.33,0,2,0,0,1,NA,NA,NA,NA,NA
"1261",0.3,0.62,-0.08,0.02,-0.02,0,2,0,0,0,NA,NA,NA,NA,NA
"1262",-0.51,-0.32,-0.15,-0.13,-0.03,1,0,0,0,0,NA,NA,NA,NA,NA
"1263",-0.36,0.02,0.67,0.47,0.84,0,0,2,1,4,NA,NA,NA,NA,NA
"1264",0.21,0.36,0.04,0.15,0.07,0,1,0,0,0,NA,NA,NA,NA,NA
"1265",-0.86,0.25,0.21,0.08,0.31,2,0,0,0,1,NA,NA,NA,NA,NA
"1266",-1.61,1.22,9.94,-5.64,-5.98,7,6,524,179,208,NA,NA,NA,NA,NA
"1267",-0.01,-0.51,-0.04,-0.08,0.05,0,1,0,0,0,NA,NA,NA,NA,NA
"1268",-0.33,0.49,-0.25,-0.19,-0.16,0,1,0,0,0,NA,NA,NA,NA,NA
"1269",-0.26,0.13,0.14,0.27,0,0,0,0,0,0,NA,NA,NA,NA,NA
"1270",-0.78,0.56,0.28,0.39,0.34,2,1,0,1,1,NA,NA,NA,NA,NA
"1271",0.32,-0.33,-0.24,-0.12,-0.38,0,0,0,0,1,NA,NA,NA,NA,NA
"1272",-0.78,-0.04,0.28,0.23,0.47,2,0,0,0,1,NA,NA,NA,NA,NA
"1273",0.21,-0.33,0.02,-0.03,-0.13,0,0,0,0,0,NA,NA,NA,NA,NA
"1274",0.06,-0.4,-0.04,-0.03,-0.12,0,1,0,0,0,NA,NA,NA,NA,NA
"1275",-0.41,0.05,-0.13,0.05,-0.09,0,0,0,0,0,NA,NA,NA,NA,NA
"1276",-0.94,0.14,0.33,0.22,0.49,2,0,1,0,1,NA,NA,NA,NA,NA
"1277",1.13,0.53,0.23,0.06,0.38,4,1,0,0,1,NA,NA,NA,NA,NA
"1278",0.02,-0.07,-0.23,-0.18,-0.19,0,0,0,0,0,NA,NA,NA,NA,NA
"1279",-0.29,-0.32,0.24,0.23,0.14,0,0,0,0,0,NA,NA,NA,NA,NA
"1280",-0.28,0.35,-0.28,-0.14,-0.11,0,0,0,0,0,NA,NA,NA,NA,NA
"1281",-0.14,0.13,-0.29,-0.17,-0.07,0,0,0,0,0,NA,NA,NA,NA,NA
"1282",0.32,-0.12,-0.15,-0.11,-0.14,0,0,0,0,0,NA,NA,NA,NA,NA
"1283",0.18,-0.44,0.06,0.13,-0.01,0,1,0,0,0,NA,NA,NA,NA,NA
"1284",0.33,-0.61,0.22,-0.04,0.02,0,2,0,0,0,NA,NA,NA,NA,NA
"1285",-0.48,0.35,-0.27,0.16,-0.04,1,1,0,0,0,NA,NA,NA,NA,NA
"1286",0.57,0.65,0.04,0.03,0.24,1,2,0,0,0,NA,NA,NA,NA,NA
"1287",-0.15,-0.26,-0.24,-0.15,-0.08,0,0,0,0,0,NA,NA,NA,NA,NA
"1288",0.56,0.42,-0.32,-0.25,-0.21,1,1,1,0,0,NA,NA,NA,NA,NA
"1289",0.7,-0.34,0.21,0.2,-0.01,1,0,0,0,0,NA,NA,NA,NA,NA
"1290",-0.13,0.06,-0.2,-0.06,-0.13,0,0,0,0,0,NA,NA,NA,NA,NA
"1291",0.67,-0.25,0.18,0.04,0.04,1,0,0,0,0,NA,NA,NA,NA,NA
"1292",0.58,0.09,-0.01,-0.04,-0.15,1,0,0,0,0,NA,NA,NA,NA,NA
"1293",0.81,-0.19,0.39,0.19,0.24,2,0,1,0,0,NA,NA,NA,NA,NA
"1294",-0.08,-0.24,0.09,0.09,-0.19,0,0,0,0,0,NA,NA,NA,NA,NA
"1295",-0.03,-0.4,0.29,0.17,0.2,0,1,0,0,0,NA,NA,NA,NA,NA
"1296",0.09,0.25,-0.11,-0.03,-0.08,0,0,0,0,0,NA,NA,NA,NA,NA
"1297",-0.04,-0.46,-0.03,-0.08,-0.11,0,1,0,0,0,NA,NA,NA,NA,NA
"1298",0.19,-0.04,-0.19,-0.11,-0.28,0,0,0,0,0,NA,NA,NA,NA,NA
"1299",-0.32,-0.47,0.03,0.16,0.05,0,1,0,0,0,NA,NA,NA,NA,NA
"1300",0.97,0.48,0.02,-0.04,0.13,3,1,0,0,0,NA,NA,NA,NA,NA
"1301",0.01,-0.44,-0.13,-0.15,-0.16,0,1,0,0,0,NA,NA,NA,NA,NA
"1302",0.91,0.37,0.07,0,0.11,2,1,0,0,0,NA,NA,NA,NA,NA
"1303",-0.26,-0.31,-0.01,0.04,0.07,0,0,0,0,0,NA,NA,NA,NA,NA
"1304",0.2,-0.38,-0.25,-0.13,-0.31,0,1,0,0,1,NA,NA,NA,NA,NA
"1305",-0.3,-0.43,-0.05,-0.05,0.04,0,1,0,0,0,NA,NA,NA,NA,NA
"1306",-0.14,-0.38,-0.03,-0.01,0,0,1,0,0,0,NA,NA,NA,NA,NA
"1307",-0.79,0.37,0.35,0.13,0.23,2,1,1,0,0,NA,NA,NA,NA,NA
"1308",0.14,0.18,-0.2,-0.16,-0.29,0,0,0,0,0,NA,NA,NA,NA,NA
"1309",0.1,0.49,-0.2,-0.12,-0.09,0,1,0,0,0,NA,NA,NA,NA,NA
"1310",-0.48,-0.45,-0.18,-0.25,0.07,1,1,0,0,0,NA,NA,NA,NA,NA
"1311",-0.3,0.3,-0.28,-0.19,-0.15,0,0,0,0,0,NA,NA,NA,NA,NA
"1312",-0.33,0.09,-0.21,0.03,0,0,0,0,0,0,NA,NA,NA,NA,NA
"1313",-0.57,-0.19,0.07,0.13,0.3,1,0,0,0,1,NA,NA,NA,NA,NA
"1314",-0.65,0.41,-0.19,0.26,0.13,1,1,0,0,0,NA,NA,NA,NA,NA
"1315",0.59,0.15,0.03,-0.01,0.05,1,0,0,0,0,NA,NA,NA,NA,NA
"1316",-0.78,-0.27,-0.14,-0.05,0.22,2,0,0,0,0,NA,NA,NA,NA,NA
"1317",-0.23,-0.22,0.05,0.14,0.09,0,0,0,0,0,NA,NA,NA,NA,NA
"1318",0.19,0.19,0.07,0.18,0.07,0,0,0,0,0,NA,NA,NA,NA,NA
"1319",-0.1,-0.28,0.06,-0.03,-0.02,0,0,0,0,0,NA,NA,NA,NA,NA
"1320",-0.21,0.21,-0.2,-0.07,0.13,0,0,0,0,0,NA,NA,NA,NA,NA
"1321",-0.31,-0.35,0.08,0.14,0.13,0,1,0,0,0,NA,NA,NA,NA,NA
"1322",-0.33,-0.24,-0.12,-0.14,-0.09,0,0,0,0,0,NA,NA,NA,NA,NA
"1323",0.29,0.27,-0.32,-0.26,-0.14,0,0,1,0,0,NA,NA,NA,NA,NA
"1324",-0.83,0.21,0.2,0.32,0.46,2,0,0,1,1,NA,NA,NA,NA,NA
"1325",-0.22,0.03,-0.38,-0.42,-0.2,0,0,1,1,0,NA,NA,NA,NA,NA
"1326",0.01,0.2,-0.36,-0.21,-0.14,0,0,1,0,0,NA,NA,NA,NA,NA
"1327",-0.21,-0.27,-0.16,-0.03,-0.1,0,0,0,0,0,NA,NA,NA,NA,NA
"1328",-0.06,0,-0.51,-0.18,-0.43,0,0,1,0,1,NA,NA,NA,NA,NA
"1329",-1.03,0.16,0.22,0.28,0.56,3,0,0,0,2,NA,NA,NA,NA,NA
"1330",-0.29,0.09,-0.07,0.03,0.07,0,0,0,0,0,NA,NA,NA,NA,NA
"1331",0.55,-0.36,0.3,0.18,0.19,1,1,0,0,0,NA,NA,NA,NA,NA
"1332",0.09,0.06,-0.25,-0.33,-0.12,0,0,0,1,0,NA,NA,NA,NA,NA
"1333",0.61,0.43,-0.25,-0.27,-0.02,1,1,0,0,0,NA,NA,NA,NA,NA
"1334",0.08,0.75,-0.04,0.04,-0.14,0,2,0,0,0,NA,NA,NA,NA,NA
"1335",0.58,-0.11,-0.15,-0.14,-0.2,1,0,0,0,0,NA,NA,NA,NA,NA
"1336",0.48,-0.06,-0.02,-0.09,0.08,1,0,0,0,0,NA,NA,NA,NA,NA
"1337",0.31,0.4,-0.13,-0.24,0.05,0,1,0,0,0,NA,NA,NA,NA,NA
"1338",0.14,-0.05,-0.24,-0.05,-0.33,0,0,0,0,1,NA,NA,NA,NA,NA
"1339",0.82,-0.41,0.54,0.24,0.38,2,1,2,0,1,NA,NA,NA,NA,NA
"1340",0.53,0.53,-0.3,-0.27,-0.08,1,1,0,0,0,NA,NA,NA,NA,NA
"1341",0.15,-0.55,-0.02,-0.05,-0.03,0,1,0,0,0,NA,NA,NA,NA,NA
"1342",-0.8,-0.23,-0.06,-0.03,0.27,2,0,0,0,0,NA,NA,NA,NA,NA
"1343",-0.26,0.06,0.32,0.23,0.23,0,0,1,0,0,NA,NA,NA,NA,NA
"1344",1.5,0.37,0.77,0.39,0.82,6,1,3,1,4,NA,NA,NA,NA,NA
"1345",1.37,-0.1,0.86,0.45,0.79,5,0,4,1,4,NA,NA,NA,NA,NA
"1346",0.49,0.87,-0.05,0.02,0.09,1,3,0,0,0,NA,NA,NA,NA,NA
"1347",0.44,-0.06,0.51,-0.09,0.03,1,0,1,0,0,NA,NA,NA,NA,NA
"1348",0.2,0.22,-0.24,-0.17,-0.21,0,0,0,0,0,NA,NA,NA,NA,NA
"1349",-0.76,-0.12,0.03,0.09,0.36,2,0,0,0,1,NA,NA,NA,NA,NA
"1350",1.19,0.38,0.73,0.41,0.84,4,1,3,1,4,NA,NA,NA,NA,NA
"1351",-0.07,-0.17,-0.11,-0.06,-0.02,0,0,0,0,0,NA,NA,NA,NA,NA
"1352",1.06,0.35,0.31,0.13,0.35,3,1,1,0,1,NA,NA,NA,NA,NA
"1353",0.72,0.07,0.15,0.08,0.08,1,0,0,0,0,NA,NA,NA,NA,NA
"1354",-0.26,0.19,-0.09,0.04,0.2,0,0,0,0,0,NA,NA,NA,NA,NA
"1355",-0.16,0.74,-0.06,0.07,0.09,0,2,0,0,0,NA,NA,NA,NA,NA
"1356",-0.74,0.95,0.53,-0.12,0.13,2,4,1,0,0,NA,NA,NA,NA,NA
"1357",-0.37,1.02,0.08,-0.16,0.13,0,4,0,0,0,NA,NA,NA,NA,NA
"1358",-0.44,0.11,-0.2,0.03,-0.03,1,0,0,0,0,NA,NA,NA,NA,NA
"1359",0.05,0.79,-0.31,-0.21,0.11,0,3,1,0,0,NA,NA,NA,NA,NA
"1360",-0.42,0.14,0.42,0.26,0.5,0,0,1,0,1,NA,NA,NA,NA,NA
"1361",0.43,0.21,-0.28,-0.21,-0.29,1,0,0,0,1,NA,NA,NA,NA,NA
"1362",0.37,0.39,-0.27,-0.19,-0.2,0,1,0,0,0,NA,NA,NA,NA,NA
"1363",-0.64,0.32,0.15,0.15,0.27,1,0,0,0,0,NA,NA,NA,NA,NA
"1364",0.31,0.51,-0.4,-0.26,-0.22,0,1,1,0,0,NA,NA,NA,NA,NA
"1365",-0.62,0.5,0.13,0.21,0.43,1,1,0,0,1,NA,NA,NA,NA,NA
"1366",0.25,-0.58,-0.01,0.07,-0.19,0,1,0,0,0,NA,NA,NA,NA,NA
"1367",0.15,-0.24,-0.15,-0.14,-0.17,0,0,0,0,0,NA,NA,NA,NA,NA
"1368",-0.76,0.84,0.15,0.03,0.34,2,3,0,0,1,NA,NA,NA,NA,NA
"1369",0.05,1.23,0.11,-0.04,0.12,0,6,0,0,0,NA,NA,NA,NA,NA
"1370",-0.53,1.05,0.41,-0.04,0.25,1,5,1,0,0,NA,NA,NA,NA,NA
"1371",0.01,0.37,0.01,-0.05,-0.09,0,1,0,0,0,NA,NA,NA,NA,NA
"1372",0.42,-0.22,0.18,0.05,0.01,0,0,0,0,0,NA,NA,NA,NA,NA
"1373",0.04,0.18,-0.05,-0.01,0.04,0,0,0,0,0,NA,NA,NA,NA,NA
"1374",0.86,-0.19,0.33,0.22,0.18,2,0,1,0,0,NA,NA,NA,NA,NA
"1375",-0.22,0.1,-0.18,-0.05,0.02,0,0,0,0,0,NA,NA,NA,NA,NA
"1376",-0.82,0.1,-0.34,-0.14,0.19,2,0,1,0,0,NA,NA,NA,NA,NA
"1377",-0.92,-0.26,-0.06,-0.14,0.27,2,0,0,0,0,NA,NA,NA,NA,NA
"1378",0.58,-0.53,0.23,0.08,0.04,1,1,0,0,0,NA,NA,NA,NA,NA
"1379",-0.63,0.02,-0.07,0.07,0.23,1,0,0,0,0,NA,NA,NA,NA,NA
"1380",0.88,0.22,0.15,0.05,0.13,2,0,0,0,0,NA,NA,NA,NA,NA
"1381",0.57,0.28,-0.16,-0.15,-0.12,1,0,0,0,0,NA,NA,NA,NA,NA
"1382",0.15,0.24,-0.18,-0.11,-0.1,0,0,0,0,0,NA,NA,NA,NA,NA
"1383",1.12,0.3,0.47,0.3,0.42,4,0,1,1,1,NA,NA,NA,NA,NA
"1384",0.38,-0.58,0.2,0.03,0,0,1,0,0,0,NA,NA,NA,NA,NA
"1385",0.29,-0.51,0.3,0.1,0.22,0,1,0,0,0,NA,NA,NA,NA,NA
"1386",-0.16,0.61,-0.28,-0.12,0.05,0,2,0,0,0,NA,NA,NA,NA,NA
"1387",-0.38,0.07,0.07,0.11,0.2,0,0,0,0,0,NA,NA,NA,NA,NA
"1388",-0.52,-0.08,0.34,0.3,0.28,1,0,1,0,0,NA,NA,NA,NA,NA
"1389",-0.69,-0.23,0.14,0.17,0.36,1,0,0,0,1,NA,NA,NA,NA,NA
"1390",-0.37,-0.25,0,-0.01,-0.06,0,0,0,0,0,NA,NA,NA,NA,NA
"1391",-0.27,-0.22,-0.04,0.07,0.06,0,0,0,0,0,NA,NA,NA,NA,NA
"1392",-0.23,-0.42,0.11,0.16,0.15,0,1,0,0,0,NA,NA,NA,NA,NA
"1393",0.26,-0.27,-0.02,-0.02,-0.1,0,0,0,0,0,NA,NA,NA,NA,NA
"1394",0.41,0.37,-0.28,-0.23,-0.2,0,1,0,0,0,NA,NA,NA,NA,NA
"1395",-0.32,-0.37,-0.2,-0.11,-0.06,0,1,0,0,0,NA,NA,NA,NA,NA
"1396",-0.42,-0.09,0.26,0.08,0.15,1,0,0,0,0,NA,NA,NA,NA,NA
"1397",0.27,0.46,-0.23,-0.05,-0.06,0,1,0,0,0,NA,NA,NA,NA,NA
"1398",0.21,-0.59,-0.15,-0.18,-0.23,0,1,0,0,0,NA,NA,NA,NA,NA
"1399",-0.33,-0.26,-0.19,-0.14,-0.01,0,0,0,0,0,NA,NA,NA,NA,NA
"1400",-0.06,0.27,-0.04,-0.02,-0.15,0,0,0,0,0,NA,NA,NA,NA,NA
"1401",-0.2,-0.22,0.32,0.22,0.2,0,0,1,0,0,NA,NA,NA,NA,NA
"1402",0.01,-0.17,-0.3,-0.19,-0.3,0,0,0,0,1,NA,NA,NA,NA,NA
"1403",0.09,-0.2,-0.13,0.04,-0.13,0,0,0,0,0,NA,NA,NA,NA,NA
"1404",0.86,0.2,0.16,0.07,0.15,2,0,0,0,0,NA,NA,NA,NA,NA
"1405",1.08,-0.06,0.53,0.25,0.49,3,0,1,0,1,NA,NA,NA,NA,NA
"1406",1.05,-0.03,0.68,0.4,0.76,3,0,2,1,3,NA,NA,NA,NA,NA
"1407",0.65,0.07,0.66,0.29,0.65,1,0,2,0,2,NA,NA,NA,NA,NA
"1408",0.64,-0.34,0.29,0.17,0.17,1,0,0,0,0,NA,NA,NA,NA,NA
"1409",-0.56,0,0.25,0.17,0.42,1,0,0,0,1,NA,NA,NA,NA,NA
"1410",0.24,-0.3,0.1,0.13,0.06,0,0,0,0,0,NA,NA,NA,NA,NA
"1411",-0.23,-0.26,0.11,0.26,0.2,0,0,0,0,0,NA,NA,NA,NA,NA
"1412",0.07,-0.37,0.18,0.03,0.15,0,1,0,0,0,NA,NA,NA,NA,NA
"1413",0.44,0.38,-0.08,-0.12,0.05,1,1,0,0,0,NA,NA,NA,NA,NA
"1414",-0.16,0.23,-0.25,-0.17,-0.12,0,0,0,0,0,NA,NA,NA,NA,NA
"1415",0.2,-0.03,0.03,-0.07,0,0,0,0,0,0,NA,NA,NA,NA,NA
"1416",-0.45,0.67,-0.17,-0.05,-0.09,1,2,0,0,0,NA,NA,NA,NA,NA
"1417",0.59,0.4,-0.05,-0.15,0.16,1,1,0,0,0,NA,NA,NA,NA,NA
"1418",-0.42,-0.42,0.02,-0.23,-0.07,1,1,0,0,0,NA,NA,NA,NA,NA
"1419",0.05,-0.66,-0.02,-0.07,-0.11,0,2,0,0,0,NA,NA,NA,NA,NA
"1420",-0.19,-0.19,-0.02,0.07,0.07,0,0,0,0,0,NA,NA,NA,NA,NA
"1421",0.22,-0.51,0.12,0.07,-0.01,0,1,0,0,0,NA,NA,NA,NA,NA
"1422",1.72,0.59,0.87,0.43,0.98,8,1,4,1,6,NA,NA,NA,NA,NA
"1423",1.54,0.42,0.81,0.46,0.83,7,1,3,1,4,NA,NA,NA,NA,NA
"1424",1.34,0.54,0.51,0.24,0.52,5,1,1,0,2,NA,NA,NA,NA,NA
"1425",-0.46,1.01,0.23,0.07,0.1,1,4,0,0,0,NA,NA,NA,NA,NA
"1426",-0.42,0.19,-0.06,0.14,0.2,0,0,0,0,0,NA,NA,NA,NA,NA
"1427",0.12,0.85,0.29,0.33,0.38,0,3,0,1,1,NA,NA,NA,NA,NA
"1428",1.16,0.09,0.7,0.39,0.74,4,0,3,1,3,NA,NA,NA,NA,NA
"1429",-0.41,0.79,0.32,0.07,0.09,0,3,1,0,0,NA,NA,NA,NA,NA
"1430",0.96,0.54,0.77,0.39,0.91,3,1,3,1,5,NA,NA,NA,NA,NA
"1431",-0.55,0.31,0.28,-0.04,0.35,1,0,0,0,1,NA,NA,NA,NA,NA
"1432",0.79,-0.07,0.33,0.18,0.15,2,0,1,0,0,NA,NA,NA,NA,NA
"1433",-0.11,-0.55,-0.12,-0.31,-0.18,0,1,0,1,0,NA,NA,NA,NA,NA
"1434",-0.23,0.07,-0.27,-0.3,-0.36,0,0,0,1,1,NA,NA,NA,NA,NA
"1435",-0.17,-0.28,0.15,0.19,0.1,0,0,0,0,0,NA,NA,NA,NA,NA
"1436",-0.62,-0.36,-0.12,0.18,0,1,1,0,0,0,NA,NA,NA,NA,NA
"1437",0.21,-0.39,0.28,0.12,0.17,0,1,0,0,0,NA,NA,NA,NA,NA
"1438",0.31,0.45,-0.32,-0.29,-0.13,0,1,1,0,0,NA,NA,NA,NA,NA
"1439",0.4,-0.4,0.23,0.06,0.06,0,1,0,0,0,NA,NA,NA,NA,NA
"1440",0.58,-0.52,0.13,0.03,-0.1,1,1,0,0,0,NA,NA,NA,NA,NA
"1441",0.45,0.39,-0.18,-0.11,-0.18,1,1,0,0,0,NA,NA,NA,NA,NA
"1442",0.23,-0.47,-0.01,-0.01,-0.18,0,1,0,0,0,NA,NA,NA,NA,NA
"1443",0.06,-0.63,-0.03,0.1,-0.33,0,2,0,0,1,NA,NA,NA,NA,NA
"1444",0.03,-0.52,-0.12,-0.11,-0.15,0,1,0,0,0,NA,NA,NA,NA,NA
"1445",0.71,0.32,-0.06,-0.07,-0.05,1,0,0,0,0,NA,NA,NA,NA,NA
"1446",-0.15,0.03,-0.02,-0.03,-0.02,0,0,0,0,0,NA,NA,NA,NA,NA
"1447",0.01,-0.53,-0.11,-0.12,-0.15,0,1,0,0,0,NA,NA,NA,NA,NA
"1448",0.12,-0.69,-0.09,-0.1,-0.27,0,2,0,0,0,NA,NA,NA,NA,NA
"1449",0.08,-0.09,-0.11,-0.15,-0.2,0,0,0,0,0,NA,NA,NA,NA,NA
"1450",-0.24,0.06,-0.3,-0.02,-0.23,0,0,0,0,0,NA,NA,NA,NA,NA
"1451",-0.14,-0.21,-0.25,-0.12,-0.24,0,0,0,0,0,NA,NA,NA,NA,NA
"1452",0.1,-0.56,0.02,0.06,-0.12,0,1,0,0,0,NA,NA,NA,NA,NA
"1453",-0.28,0.42,-0.1,0.15,0.11,0,1,0,0,0,NA,NA,NA,NA,NA
"1454",-0.28,0.22,-0.17,-0.14,-0.08,0,0,0,0,0,NA,NA,NA,NA,NA
"1455",-0.31,-0.28,-0.09,-0.17,-0.13,0,0,0,0,0,NA,NA,NA,NA,NA
"1456",-0.55,0.74,0.08,0.12,0.03,1,2,0,0,0,NA,NA,NA,NA,NA
"1457",0.02,0.32,-0.03,0.06,0.15,0,0,0,0,0,NA,NA,NA,NA,NA
"1458",-0.73,0.34,0.54,0.01,0.18,1,0,2,0,0,NA,NA,NA,NA,NA
"1459",-0.87,-0.16,0.17,0.02,0.43,2,0,0,0,1,NA,NA,NA,NA,NA
"1460",0.98,0.26,0.25,0.11,0.28,3,0,0,0,0,NA,NA,NA,NA,NA
"1461",0.37,0.25,-0.13,-0.1,-0.01,0,0,0,0,0,NA,NA,NA,NA,NA
"1462",-0.18,-0.1,-0.09,0.03,0.1,0,0,0,0,0,NA,NA,NA,NA,NA
"1463",0.27,0.16,-0.04,0,-0.04,0,0,0,0,0,NA,NA,NA,NA,NA
"1464",0.33,-0.35,-0.01,-0.08,-0.15,0,1,0,0,0,NA,NA,NA,NA,NA
"1465",0.33,-0.17,-0.13,-0.03,-0.2,0,0,0,0,0,NA,NA,NA,NA,NA
"1466",-0.35,-0.23,-0.19,-0.04,-0.01,0,0,0,0,0,NA,NA,NA,NA,NA
"1467",0.08,-0.45,-0.17,-0.22,-0.12,0,1,0,0,0,NA,NA,NA,NA,NA
"1468",0.61,-0.05,0.03,-0.04,0,1,0,0,0,0,NA,NA,NA,NA,NA
"1469",0.41,-0.17,-0.04,-0.07,-0.16,0,0,0,0,0,NA,NA,NA,NA,NA
"1470",0.16,0.43,-0.51,-0.39,-0.35,0,1,1,1,1,NA,NA,NA,NA,NA
"1471",-0.49,0.04,0.07,0.12,0,1,0,0,0,0,NA,NA,NA,NA,NA
"1472",0.49,0.41,-0.23,-0.22,-0.18,1,1,0,0,0,NA,NA,NA,NA,NA
"1473",-0.47,0.38,-0.06,-0.13,-0.17,1,1,0,0,0,NA,NA,NA,NA,NA
"1474",-0.15,-0.21,-0.09,-0.28,-0.06,0,0,0,0,0,NA,NA,NA,NA,NA
"1475",-0.25,-0.05,0.19,-0.21,-0.2,0,0,0,0,0,NA,NA,NA,NA,NA
"1476",-0.38,0.4,-0.43,-0.22,-0.21,0,1,1,0,0,NA,NA,NA,NA,NA
"1477",0.05,0.48,-0.39,-0.43,-0.42,0,1,1,1,1,NA,NA,NA,NA,NA
"1478",0.12,-0.45,0.07,0.15,-0.11,0,1,0,0,0,NA,NA,NA,NA,NA
"1479",0.53,-0.25,0.12,0.06,0.05,1,0,0,0,0,NA,NA,NA,NA,NA
"1480",0.09,0.37,-0.3,-0.44,-0.4,0,1,0,1,1,NA,NA,NA,NA,NA
"1481",-0.12,-0.36,0,0.04,-0.02,0,1,0,0,0,NA,NA,NA,NA,NA
"1482",0.66,-0.59,0.37,0.11,0.18,1,1,1,0,0,NA,NA,NA,NA,NA
"1483",0.28,-0.46,0.15,0.08,-0.05,0,1,0,0,0,NA,NA,NA,NA,NA
"1484",-0.22,0.37,0.02,0.06,0.16,0,1,0,0,0,NA,NA,NA,NA,NA
"1485",0.69,-0.2,0.53,0.37,0.47,1,0,1,1,1,NA,NA,NA,NA,NA
"1486",-0.33,0.6,0.13,0.15,0.01,0,2,0,0,0,NA,NA,NA,NA,NA
"1487",-0.07,-0.46,-0.09,-0.12,-0.15,0,1,0,0,0,NA,NA,NA,NA,NA
"1488",0.48,0.43,-0.14,0.01,-0.24,1,1,0,0,0,NA,NA,NA,NA,NA
"1489",0.01,0.6,0.08,0.22,0.01,0,1,0,0,0,NA,NA,NA,NA,NA
"1490",0.53,0.16,0.04,0.02,0,1,0,0,0,0,NA,NA,NA,NA,NA
"1491",0.22,-0.54,0.07,0.04,-0.12,0,1,0,0,0,NA,NA,NA,NA,NA
"1492",1.34,-0.06,0.99,0.51,0.99,5,0,5,1,6,NA,NA,NA,NA,NA
"1493",-0.03,-0.47,-0.19,-0.22,-0.26,0,1,0,0,0,NA,NA,NA,NA,NA
"1494",0.17,-0.29,-0.04,0.08,-0.17,0,0,0,0,0,NA,NA,NA,NA,NA
"1495",1.04,0.19,0.66,0.21,0.59,3,0,2,0,2,NA,NA,NA,NA,NA
"1496",0.47,-0.14,0.9,0.52,0.9,1,0,4,2,5,NA,NA,NA,NA,NA
"1497",0.46,-0.28,0.11,0.1,-0.05,1,0,0,0,0,NA,NA,NA,NA,NA
"1498",0.3,0.23,-0.14,-0.01,-0.15,0,0,0,0,0,NA,NA,NA,NA,NA
"1499",0.18,-0.31,0.11,0.03,0.06,0,0,0,0,0,NA,NA,NA,NA,NA
"1500",0.61,-0.13,0.04,-0.02,-0.12,1,0,0,0,0,NA,NA,NA,NA,NA
"1501",0.01,-0.23,0.22,0.3,0.16,0,0,0,1,0,NA,NA,NA,NA,NA
"1502",-0.13,0.05,0.04,0.09,-0.18,0,0,0,0,0,NA,NA,NA,NA,NA
"1503",0.08,-0.18,-0.11,-0.06,0.01,0,0,0,0,0,NA,NA,NA,NA,NA
"1504",-0.23,-0.36,0.1,0.2,0.17,0,1,0,0,0,NA,NA,NA,NA,NA
"1505",0.07,-0.35,-0.23,-0.16,-0.26,0,0,0,0,0,NA,NA,NA,NA,NA
"1506",-0.51,-0.39,-0.1,0.06,-0.07,1,1,0,0,0,NA,NA,NA,NA,NA
"1507",0.14,0.18,0.02,0.06,0.05,0,0,0,0,0,NA,NA,NA,NA,NA
"1508",0.64,0.1,0,-0.03,-0.13,1,0,0,0,0,NA,NA,NA,NA,NA
"1509",0.16,-0.34,-0.03,-0.02,-0.09,0,0,0,0,0,NA,NA,NA,NA,NA
"1510",-0.4,0.21,-0.04,-0.05,0.04,0,0,0,0,0,NA,NA,NA,NA,NA
"1511",0.15,-0.22,-0.14,-0.24,-0.25,0,0,0,0,0,NA,NA,NA,NA,NA
"1512",-0.8,-0.09,0.07,0.02,0.23,2,0,0,0,0,NA,NA,NA,NA,NA
"1513",-0.5,-0.48,-0.1,-0.04,0.1,1,1,0,0,0,NA,NA,NA,NA,NA
"1514",0.08,-0.02,-0.14,-0.08,-0.08,0,0,0,0,0,NA,NA,NA,NA,NA
"1515",0.21,0.12,-0.34,-0.26,-0.33,0,0,1,0,1,NA,NA,NA,NA,NA
